Unnamed: 0,Brand,Model,Year,Price,Город,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Руль,Цвет,Привод,Растаможен в Казахстане,VIN,Аварийная/Не на ходу,Двигатель
14, ВАЗ (Lada),2114 (хэтчбек) , 2006,"    600000
    ₸
",Костанай,хэтчбек,1.6 (бензин),,механика,слева,серый,передний привод,Нет,,,
15, Mercedes-Benz,E 280 , 1994,"    1600000
    ₸
",Нур-Султан (Астана),седан,2.8 (бензин),,автомат,слева,вишня,задний привод,Да,,,
16, Toyota,Camry , 2003,"    4250000
    ₸
",Тараз,седан,2.4 (газ-бензин),,автомат,слева,золотистый,передний привод,Да,,,
17, Mitsubishi,Challenger , 1996,"    3700000
    ₸
",Алматы,внедорожник,2.8 (дизель),,автомат,слева,белый,полный привод,Да,,,
18, ВАЗ (Lada),2190 (седан) , 2014,"    1900000
    ₸
",Актобе,седан,1.6 (бензин),100 000 км,механика,слева,белый,передний привод,Нет,XTA21908*73****26,,
19, Opel,Astra , 2007,"    2400000
    ₸
",Актау,универсал,1.8 (бензин),294 579 км,механика,слева,черный,передний привод,Нет,,,
0, Toyota,Land Cruiser ,2014.0,"    25000000
    ₸
",Алматы,внедорожник,4.5 (дизель),111 000 км,автомат,слева,черный,полный привод,Да,,,
1, Land Rover,Range Rover Sport ,2006.0,"    5800000
    ₸
",Атырау,внедорожник,2.7 (дизель),120 000 км,типтроник,слева,черный металлик,полный привод,Да,,,
2, Mercedes-Benz,G 63 AMG ,2014.0,"    43900000
    ₸
",Нур-Султан (Астана),внедорожник,5.5 (бензин),37 000 км,автомат,слева,черный металлик,полный привод,Да,,,
3,,,,,,,,,,,,,,,,
4, ГАЗ,ГАЗель ,2007.0,"    2950000
    ₸
",Нур-Султан (Астана),фургон,2.9 (газ-бензин),,механика,слева,белый,задний привод,Да,,,
5, Toyota,Land Cruiser Prado ,2007.0,"    9300000
    ₸
",Алматы,внедорожник,2.7 (бензин),124 000 км,автомат,слева,белый,полный привод,Да,,,
6, Chevrolet,Cruze ,2011.0,"    3150000
    ₸
",Костанай,хэтчбек,1.8 (бензин),136 000 км,автомат,слева,бордовый,передний привод,Да,,,
7, Opel,Vectra ,1995.0,"    1600000
    ₸
",Шымкент,седан,2 (бензин),20 000 км,механика,слева,зеленый металлик,передний привод,Да,,,
8, Nissan,Teana ,2012.0,"    7000000
    ₸
",Алматы,седан,2.5 (бензин),85 000 км,вариатор,слева,черный металлик,передний привод,Да,,,
9, ВАЗ (Lada),2114 (хэтчбек) ,2013.0,"    1750000
    ₸
",Шымкент,хэтчбек,1.6 (бензин),,механика,слева,,передний привод,Да,,,
10, Hyundai,Solaris ,2015.0,"    5200000
    ₸
",Нур-Султан (Астана),седан,1.6 (бензин),95 000 км,автомат,слева,черный,передний привод,Да,,,
11, Volkswagen,Touareg ,2010.0,"    11000000
    ₸
",Атырау,кроссовер,3.6 (бензин),170 000 км,автомат,слева,,полный привод,Да,,,
12, BMW,X3 ,2015.0,"    12800000
    ₸
",Алматы,кроссовер,2 (бензин),46 000 км,автомат,слева,серый металлик,полный привод,Да,,,
13, Mitsubishi,Eclipse Cross ,2018.0,"    11800000
    ₸
",Нур-Султан (Астана),кроссовер,1.5 (бензин),21 500 км,вариатор,слева,серый,передний привод,Да,,,
14, Toyota,Land Cruiser Prado ,2017.0,"    25000000
    ₸
",Кызылорда,внедорожник,4 (бензин),58 000 км,автомат,слева,белый,полный привод,Да,,,
15,,,,,,,,,,,,,,,,
16, Infiniti,QX80 ,2019.0,"    29999999
    ₸
",Алматы,внедорожник,5.6 (бензин),10 892 км,автомат,слева,белый,полный привод,Да,,,
17, Toyota,Land Cruiser ,2010.0,"    17200000
    ₸
",Петропавловск,внедорожник,4 (газ-бензин),145 000 км,типтроник,слева,черный,полный привод,Да,,,
18, Toyota,Previa ,1996.0,"    2700000
    ₸
",Нур-Султан (Астана),минивэн,2.4 (газ-бензин),,автомат,слева,серебристый,задний привод,Да,,,
19, Mercedes-Benz,S 300 ,1994.0,"    2200000
    ₸
",Алматы,седан,3 (дизель),,автомат,слева,белый металлик,задний привод,Да,,,
0, Kia,Rio , 2015,"    5300000
    ₸
",Нур-Султан (Астана),седан,1.6 (бензин),,автомат,слева,черный,передний привод,Да,,,
1, Volkswagen,Tiguan , R-Line ,"    17826000
    ₸
",Уральск,кроссовер,2 (бензин),,робот,слева,черный металлик,полный привод,Да,,,
2, Toyota,Camry , 2015,"    9380000
    ₸
",Нур-Султан (Астана),седан,2.5 (бензин),109 000 км,автомат,слева,серый,передний привод,Да,,,
3, Mazda,Cronos , 1993,"    550000
    ₸
",Есик,седан,2 (бензин),,механика,слева,серебристый,передний привод,Да,,,
4, Mitsubishi,Pajero , 1996,"    2300000
    ₸
",Алматы,внедорожник,2.8 (дизель),,автомат,справа,синий,полный привод,Да,,,
5, Hyundai,Accent , 2008,"    2100000
    ₸
",Актобе,седан,1.6 (бензин),180 000 км,автомат,слева,черный металлик,передний привод,Нет,,,
6, Nissan,X-Trail , 2018,"    6600000
    ₸
",Актобе,кроссовер,2 (бензин),81 000 км,вариатор,слева,белый,полный привод,Нет,,,
7, Infiniti,QX50 , 2020,"    18990000
    ₸
",Костанай,кроссовер,2 (бензин),,вариатор,слева,красный,полный привод,Да,,,
8, Toyota,Camry , 2003,"    3000000
    ₸
",Нур-Султан (Астана),седан,2.4 (бензин),270 000 км,автомат,слева,серебристый,передний привод,Нет,,,
9, Cadillac,XT5 , 2020,"    28500000
    ₸
",Усть-Каменогорск,кроссовер,2 (бензин),,автомат,слева,,полный привод,Да,,,
10, Mitsubishi,Pajero , 1996,"    3000200
    ₸
",Караганда,внедорожник,2.8 (дизель),,механика,слева,серый,полный привод,Да,,,
11, Volkswagen,Polo , 2015,"    4500000
    ₸
",Семей,седан,1.6 (бензин),90 000 км,автомат,слева,белый,передний привод,Да,,,
12, Mercedes-Benz,G 350 , 1996,"    7900000
    ₸
",Алматы,внедорожник,4.2 (бензин),,автомат,слева,,полный привод,Да,,,
13, Land Rover,Range Rover Sport , 2012,"    11200000
    ₸
",Алматы,внедорожник,5 (бензин),103 483 км,автомат,слева,,полный привод,Да,,,
14, ВАЗ (Lada),2114 (хэтчбек) , 2011,"    980000
    ₸
",Актобе,хэтчбек,1.5 (бензин),190 000 км,механика,слева,серебристый,передний привод,Нет,,,
15, Volkswagen,Teramont , 2019,"    21000000
    ₸
",Костанай,внедорожник,2 (бензин),6 000 км,автомат,слева,белый,полный привод,Да,,,
16, Toyota,Ipsum , 1997,"    2999999
    ₸
",Павлодар,минивэн,2 (бензин),441 000 км,автомат,справа,,передний привод,Да,,,
17, ГАЗ,ГАЗель , 2006,"    4500000
    ₸
",Шымкент,пикап,2.9 (газ-бензин),186 736 км,механика,слева,белый,задний привод,Да,,,
18, ВАЗ (Lada),2114 (хэтчбек) , 2013,"    1733423
    ₸
",Нур-Султан (Астана),хэтчбек,1.6 (бензин),181 000 км,механика,слева,белый,передний привод,Да,,,
19, Toyota,Land Cruiser Prado , 2019,"    23200000
    ₸
",Нур-Султан (Астана),внедорожник,2.7 (бензин),17 700 км,автомат,слева,белый,полный привод,Да,,,
0, Mitsubishi,Xpander , 2019,"    10400000
    ₸
",Алматы,внедорожник,1.5 (бензин),3 км,автомат,слева,,передний привод,Нет,,,
1, Toyota,Avensis , 2006,"    4500000
    ₸
",Жезказган,седан,1.8 (бензин),262 000 км,автомат,слева,серебристый,передний привод,Да,,,
2, BMW,X6 , 2011,"    10000000
    ₸
",Актау,кроссовер,3 (бензин),104 000 км,автомат,слева,черный,полный привод,Да,,,
3, Toyota,Venza , 2009,"    6500000
    ₸
",Атырау,кроссовер,2.7 (бензин),82 008 км,автомат,слева,серый,полный привод,Нет,,,
4, Hyundai,Avante , 2005,"    2500000
    ₸
",Павлодар,седан,2 (бензин),,механика,слева,черный,передний привод,Да,,,
5, Nissan,Teana , 2014,"    7300000
    ₸
",Нур-Султан (Астана),седан,2.5 (бензин),80 000 км,вариатор,слева,серый,передний привод,Да,,,
6, Toyota,Corolla , 2011,"    5500000
    ₸
",Алматы,седан,1.6 (бензин),,автомат,слева,серебристый,передний привод,Да,,,
7, ВАЗ (Lada),Largus Cross , 2015,"    4100000
    ₸
",Актау,универсал,1.6 (бензин),198 000 км,механика,слева,белый,передний привод,Да,,,
8, ВАЗ (Lada),2107 , 2006,"    490000
    ₸
",Актобе,седан,1.6 (бензин),,механика,слева,белый,задний привод,Да,,,
9, Hyundai,Genesis , 2017,"    10000000
    ₸
",Караганда,седан,3 (бензин),104 000 км,автомат,слева,белый металлик,задний привод,Да,,,
10, Toyota,Camry , 2010,"    6600000
    ₸
",Алматы,седан,2.4 (бензин),,автомат,слева,серебристый,передний привод,Да,,,
11, Kia,Soul , 2014,"    6700000
    ₸
",Усть-Каменогорск,универсал,1.6 (бензин),73 000 км,автомат,слева,коричневый металлик,передний привод,Да,,,
